"guage"	"guageid.x"	"ag_load"	"geo_load"	"sqkm"	"ec0_10.sqkm"	"ec10_25.sqkm"	"ec25_50.sqkm"	"ec50_75.sqkm"	"ec75_90.sqkm"	"ec90_100.sqkm"	"ec75_100F.sqkm"	"ec0_75F.sqkm"	"ec0_75N.sqkm"	"ec75_100N.sqkm"	"sprg.load"	"ec75q.pct"	"ec50q.pct"	"ec.ave"	"ec.max"	"ec.75q"	"kw.ave"	"kw.max"	"kw.75q"	"ec90q.pct"	"kw75q.pct"	"bg.ave"	"flen.ave"	"facc.ave"	"bgm75q.pct"	"bgm90q.pct"	"bgm75q30p.pct"	"ec75q_kw75q.pct"	"ec75q_facc75q.pct"	"ec75q_f500m.pct"	"ec75q_bgm75q30p.pct"	"ec75q_bgm75q.pct"	"ec75q_bgm75q_kw75q.pct"	"ec75q_bgm75q_facc75q.pct"	"ec75q_bgm75q_f500m.pct"	"ec90q_bgm90q40p_kw90q_facc90q_f500m.pct"	"ec75q_bgm75q30p_kw75q_facc75q_f500m.pct"	"ec75q_bgm75q_kw75q_facc75q_f500m.pct"	"ec50q_bgm75q30p_kw50q_facc50q_f1000m.pct"	"Brock.ave"	"sar.ave"	"rock.ave"	"fs.ave"	"awc.ave"	"elev.ave"	"ppt.ave"	"pptratio.ave"	"protind.ave"	"slp.ave"	"sness.ave"	"exc.ave"	"cwd.ave"	"mlt.ave"	"rch.ave"	"sitename"	"flow_cfs"	"drainarea_sqmi"	"mean_ds_tonyr"	"mean_sum_Dsparam"	"adj_mean_ds_tonyr"	"mean_ds_conc_mgL"	"yield_tonsqmi"	"detrend_status"	"upstrmFrac"	"div_adj_load_tonsyr"	"ec0_10.pct"	"ec10_25.pct"	"ec25_50.pct"	"ec50_75.pct"	"ec75_90.pct"	"ec90_100.pct"	"ec0_75F.pct"	"ec75_100F.pct"	"ec0_75N.pct"	"ec75_100N.pct"	"sprg_load.persqkm"	"cal_tonsyr.div"	"cal_tonsyr"	"guageid.y"	"cal_tonsyrsqkm"	"cal_tonsyr.divsqkm"
9089500	9089500	0	552.23664914079	166.1132	41.4297	123.021	1.6596	0	0	0	0	0	0	0	0	0	0	0.622569420344013	1.62098002433777	0.690286189317703	0.140812763565062	0.264355003833771	0.15147740393877	0	0.00134366203287878	2.78429513401637	921.621958421603	3981.03397066523	0.104193405460854	0.030812120891055	0.104193405460854	0	0	0	0	0	0	0	0	0	0	0	0	12.2814396957301	0.241170977599103	5.61882541847788	9.83227689403895	0.188111981836544	2658.39651260699	7647.66322710935	28419.8965172433	1037.42990522242	1148.37609380293	-1075.73368617574	41068.2300879918	33562.0800995143	35266.7535403387	11909.942618758	"WEST DIVIDE CREEK NEAR RAVEN, CO"	68.96	"64"	9038	0.61	5513	81	"86"	"none"	1	5513	0.249406428868988	0.740585335783068	0.00999077737350192	0	0	0	0	0	0	0	0	5513	5513	9089500	33.1882114124585	33.1882114124585
9093700	9093700	3514.50698056304	4727.45891440443	3009.4626	213.9894	1535.7285	737.0208	266.1318	124.7823	31.5945	8.0037	53.7012	25.452	3.0213	0	0.0556251471608253	0.153351199646076	1.49687735201625	13.7098608016968	1.45177870988846	0.194049956432672	0.3802310526371	0.235509395599365	0.0111892070032703	0.178603249630017	8.32628921751894	913.395894931465	3994.17414087632	0.11480159281594	0.0337961003403066	0.124169544422981	0.0420512619096845	0.0246748705233951	0.0246748705233951	0.0117837317533037	0.0101030330132695	0.00790496615575153	0.00439942333890443	0.00517457834498425	0.000103772680212075	0.00225189706627356	0.00207336020723434	0.0110884248902113	14.9875089459924	0.397276295380419	4.14399113605499	14.173505801036	0.164627255896873	2251.61617611849	5380.50924964332	30490.2084610771	1230.76341722425	1323.4153157274	-250.371344666149	21693.9534072137	61497.4891556228	18687.0928787321	4365.63717791061	"COLORADO RIVER NEAR DE BEQUE, CO."	4325.95	"7293"	2369416	0.668	1581716	371	"217"	"none"	1	1581716	0.0711055189720583	0.510299912017514	0.244901132846775	0.0884316688301759	0.0414633164073878	0.0104983859909075	0.017844116089032	0.00265951136923915	0.00845732390892646	0.00100393339329088	0	329272	329272	9093700	109.412225292316	109.412225292316
9095300	9095300	0.151260872851933	35.6465062804309	251.2192	70.767	129.7917	40.185	8.5275	1.4004	0	0	0.2475	0.2646	0	0	0.00557441469441826	0.0405040697526304	0.873005871113235	7.20461750030518	0.906752705574036	0.197569337638431	0.34520548582077	0.238237038254738	0	0.179542009527934	9.88437904211141	861.825620850398	3920.12323226995	0.144236188953711	0.0517424623595649	0.15118271214939	0.0046859475708863	0.0027442170025221	0.0027442170025221	0.000788156319262222	0.000748748503299111	0.000526631722416121	0.000365417929839757	0.000720088273507757	0	0.00031167999898097	0.000293767355361374	0.00340340228772323	16.6116957959472	0.230807236600529	4.28433650006153	17.5307333212899	0.142398366340154	2142.03127918826	5024.80930551344	31713.0041791555	1585.08008328325	1650.79209425358	298.339888646422	14721.042926952	62837.4609031262	12319.7559274299	1685.09835684451	"DRY FORK AT UPPER STATION, NEAR DE BEQUE CO."	3.67	"97"	4798	0.728	3492	965	"36"	"none"	1	3492	0.281694233561766	0.516647214862558	0.159959907522992	0.0339444596591343	0.00557441469441826	0	0.000985195399077777	0	0.00105326344483224	0	0	3492	3492	9095300	13.9002114488065	13.9002114488065
9095500	9095500	776.553360056678	381.68377033914	1362.8206	120.6504	600.1101	373.2219	170.0397	50.6628	30.1923	9.063	7.3107	0	0	0	0.0659794106428975	0.194383325288743	1.75704200054189	19.6091747283936	1.9544335603714	0.197828864003352	0.374886006116867	0.226188808679581	0.0270828016541576	0.113863996479067	10.8523063109999	840.307713973271	3910.77370263411	0.138219366510897	0.0415163962153199	0.144888696281814	0.0203718669940856	0.0272148806673454	0.0272148806673454	0.0107406653524316	0.00991517152000784	0.00383161217257796	0.00414926219929461	0.00566552927069051	4.62276546157286e-06	0.00145881270065921	0.00140466030525221	0.0079848367422682	15.2929860921144	0.42377038292189	3.74982129808815	16.4185487221037	0.148865275484668	2133.54581687034	4737.11360822028	30997.7689264858	1415.34115651796	1495.80731193438	391.952582069895	16675.3490256374	59458.6171935832	13921.1652968362	2384.61809841056	"COLORADO RIVER NEAR CAMEO, CO."	5530.09	"7903"	1490311	0.962	1433099	263	"181"	"flow"	1	1433099	0.0885299209595159	0.440344165622386	0.273859890289301	0.124770420993049	0.037174959051837	0.022154273277055	0.00536438912062233	0.00665017831400553	0	0	0	-152109	-152109	9095500	-111.613370094347	-111.613370094347
9105000	9105000	22487.6412176073	1671.71536630966	1533.4471	196.9803	904.4298	280.5723	75.0258	11.0781	0.2259	0.4689	43.0218	13.6737	0.0126	0	0.00768562541218409	0.0626247882955989	1.03311535262847	9.7963695526123	1.04993703961372	0.18037043445647	0.378221392631531	0.220446780323982	0.000150836634664476	0.115215712364646	6.33048082091001	1019.47982916784	4079.77755160867	0.11184389732127	0.0319644544634112	0.116406558791627	0.00366644535699993	0.00317285154473213	0.00317285154473213	0.000949038281137967	0.000663211662143415	0.00028934809684664	0.00025765479617784	0.000399687736212094	0	0.000139685288132861	0.000101535944735231	0.00268571377519316	15.2307985743973	0.267234955567504	4.57623704577817	11.727523247233	0.177111673664653	2495.91453942992	6474.71964870542	30168.4128684218	872.886403656428	956.680281357795	-1973.55890226622	32473.228770345	44395.1321427608	28292.4673682952	9728.20250980219	"PLATEAU CREEK NEAR CAMEO, CO"	253.37	"586"	79135	0.624	49369	198	"84"	"flow and dissolved-solids"	1	49369	0.128455882175525	0.589801761012819	0.182968359325861	0.0489262394509729	0.00722431181356044	0.000147315156812387	0.0280556140475925	0.000305781660156389	0.00891696883446452	8.21678165487417e-06	0	49369	49369	9105000	32.194785199959	32.194785199959
9106150	9106150	50.5157879599276	1378.1387836285	444.6285	82.9188	136.4409	210.2535	11.3184	0.0018	0	0	2.1006	0.0882	0	0	4.04832348803552e-06	0.029637776255908	1.10031479723395	4.79155206680298	1.45583248138428	0.2246207054379	0.366790622472763	0.256772175431252	0	0.331642708463358	15.0938634831141	799.090745870941	3942.61638761075	0.0915103282852989	0.0264699631265202	0.109333072441375	0	2.02416174401776e-06	2.02416174401776e-06	4.04832348803552e-06	4.04832348803552e-06	0	2.02416174401776e-06	4.04832348803552e-06	0	0	0	0.000224681953585971	15.6923953489945	0.286692799142406	4.61281987453474	20.0329172874633	0.125853950085935	1920.08622854147	4187.04951756774	31910.157958197	1118.34883386506	1184.17630308698	-829.431672010262	11672.4594578421	78526.3172392026	9637.71457973777	2889.48253342191	"COLO RIVER BELOW GRAND VALLEY DIV NR PALISADE, CO"	3535.34	"8721"	1815051	0.561	1018781	293	"117"	"flow"	1.25001166165831	1273488.13067591	0.186490069799844	0.306864944554836	0.472874545828709	0.0254558580927673	4.04832348803552e-06	0	0.00472439351053745	0	0.00019836785091374	0	0	-208979.869324085	-463687	9106150	-1042.86387399818	-470.010063061826
9107000	9107000	0	106.425492620348	331.986	229.7313	89.2404	12.393	0	0	0	0	0	0	0	0	0	0	0.487730936398486	1.74345827102661	0.573551118373871	0.169659188768367	0.320009231567383	0.18390004336834	0	0.0478240046267011	9.57168271385309	908.345595284979	4046.54520326881	0.226766188935678	0.0545390468272758	0.226766188935678	0	0	0	0	0	0	0	0	0	0	0	0	20.513417469377	0.16902230307564	10.8686674272752	10.6852844470212	0.184424250511732	3329.50140067233	7909.17235800569	26848.2508311517	1211.49464363868	1297.83892196043	1966.39429379285	42696.6031844649	19806.9577436384	39322.7252929326	10612.8639166919	"TAYLOR RIVER AT TAYLOR PARK, CO."	150.61	"127"	9460	0.628	5939	40	"47"	"flow and dissolved-solids"	1	5939	0.691990927328261	0.268807720807504	0.0373298874048906	0	0	0	0	0	0	0	0	5939	5939	9107000	17.8893085853018	17.8893085853018
9107500	9107500	0	0.637920622309181	105.3368	78.372	23.1912	3.0834	0	0	0	0	0	0	0	0	0	0	0.428628966636852	1.52813935279846	0.535842642188072	0.157257482873849	0.297105073928833	0.172137327492237	0	0.0206338145833175	11.3463457006725	937.185183273991	4099.2241341161	0.234858093277943	0.0567152220306673	0.234960621549164	0	0	0	0	0	0	0	0	0	0	0	0	23.2825941009775	0.21116584506069	12.4633639055601	11.32742143404	0.177425377893791	3420.75719739052	7782.51923066522	27620.4671478442	1596.74295227307	1659.97611329119	699.978164063626	37648.843060758	17233.0340177587	34860.5950627158	11979.4777449265	"TEXAS CREEK AT TAYLOR PARK, CO"	56.18	"40"	2053	0.668	1371	25	"34"	"none"	1	1371	0.744013488163681	0.220162374402868	0.029271821433725	0	0	0	0	0	0	0	0	1371	1371	9107500	13.0153944300567	13.0153944300567
9109000	9109000	0	224.928474291033	222.8447	162.1134	41.3532	11.3211	0	0	0	0	0	0	0	0	0	0	0.439347722028254	2.23154067993164	0.528164386749268	0.167524767101452	0.320836395025253	0.183360993862152	0	0.0608468588214124	8.81781917679644	847.399994971779	4014.60506863141	0.27579386002898	0.0680639925472762	0.27579386002898	0	0	0	0	0	0	0	0	0	0	0	0	14.862401021258	0.134070567628345	9.71545641360872	11.3179866568626	0.188771071368462	3258.11115664151	6342.33987497792	30753.0053713331	1158.29068290499	1259.08556075694	-1347.89740537664	30962.3312373539	25201.2662396824	28051.8493519732	5105.24301634386	"TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO."	210.72	"251"	17202	0.668	11483	55	"46"	"flow"	1	11483	0.727472540293756	0.185569591738103	0.050802644173274	0	0	0	0	0	0	0	0	4173	4173	9109000	18.7260455375425	18.7260455375425
9110000	9110000	47.6201743014901	191.071497269259	578.2387	517.4631	54.765	4.6854	0	0	0	0	0.9495	0	0	0	0	0	0.365759705932443	1.55874764919281	0.419960133731365	0.157563812468947	0.308061927556992	0.172925293445587	0	0.0126165889623092	8.70875916956095	881.113311632688	4009.08998248737	0.284150299867511	0.062626904771334	0.284150299867511	0	0	0	0	0	0	0	0	0	0	0	0	16.1306874834343	0.138659455154841	10.0268634566747	11.3830406961186	0.179746772702884	3165.66018916851	6853.40991291777	29133.9512196118	1394.55068381583	1536.02003277622	-326.031798281855	33251.75253627	30507.6937137936	30209.2784196129	7444.0569734601	"TAYLOR RIVER AT ALMONT, CO."	382.13	"471"	36385	0.668	24289	65	"52"	"flow"	1	24289	0.894895308805862	0.094710022003024	0.0081028820796671	0	0	0	0.0016420554348922	0	0	0	0	12806	12806	9110000	22.1465633483196	22.1465633483196
9111500	9111500	349.402764109561	74.7673057377876	141.0226	78.8283	57.7467	4.0707	0	0	0	0	0.0882	0	0	0	0	0	0.537128968126195	1.78837060928345	0.643396317958832	0.159320857800131	0.305181294679642	0.172534979879856	0	0.0247045509017704	9.86540982663026	932.249611500854	4064.9498043996	0.309697169106228	0.131646984242242	0.309697169106228	0	0	0	0	0	0	0	0	0	0	0	0	25.4868139945665	0.2366827817062	10.5594285578461	10.0241663472232	0.196035772590615	3178.22479773538	9460.18534432873	24442.5997962053	1743.72125183014	1849.18910967115	535.451312545226	58704.382430883	17784.6657763243	52891.0558149394	17391.6630319245	"SLATE RIVER NEAR CRESTED BUTTE, CO"	181.29	"68"	12754	0.587	7483	42	"110"	"none"	1	7483	0.558976362653929	0.409485429994909	0.0288655860833654	0	0	0	0.000625431668399249	0	0	0	0	7483	7483	9111500	53.0624169459363	53.0624169459363
9112200	9112200	48.0223215585725	276.915696703405	427.2152	220.1589	187.1748	7.9605	0	0	0	0	11.7567	0	0	0	0	0	0.56208703561542	1.51816928386688	0.669512629508972	0.158575213385789	0.312469512224197	0.176318109035492	0	0.0352339991648237	8.61094497166497	987.207879435449	4082.08253791045	0.219360874800335	0.0649569584602795	0.219360874800335	0	0	0	0	0	0	0	0	0	0	0	0	24.4142884782352	0.238019208470689	11.0593950769436	9.89947475059691	0.192714740628396	3222.91718194276	9837.84679734914	24852.2272454378	1609.23713596332	1733.71824179657	831.432487723339	59403.6108054254	19410.8000010991	54579.9498260204	11453.2416014937	"EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE, CO"	521.47	"237"	33296	1	33296	65	"141"	"flow"	1	33296	0.515334894451321	0.438127669614752	0.0186334662249845	0	0	0	0.0275193860143553	0	0	0	0	25343	25343	9112200	59.3213911864559	59.3213911864559
9112500	9112500	6.55437411223768	6.33680009305854	132.1717	64.0953	53.4303	2.3409	0	0	0	0	12.2967	0	0	0	0	0	0.57325829211728	1.59822034835815	0.661970660090446	0.196308016988255	0.304378837347031	0.229566536843777	0	0.0771428376876442	5.85451623447374	1302.86814937895	4238.43254246632	0.074643815582307	0.0112217668381355	0.074643815582307	0	0	0	0	0	0	0	0	0	0	0	0	13.0164153210967	0.173605749454743	6.21342840723208	9.43101735091607	0.185927707135345	2829.91943375003	5981.9031641036	31092.958180424	952.69996794535	1075.67268999324	1608.91783086804	28142.3327362333	37068.5959527345	25506.2654756308	5722.01757973482	"EAST RIVER AT ALMONT, CO"	430.77	"286"	68984	0.576	39703	94	"139"	"flow and dissolved-solids"	1	39703	0.484939665601638	0.40424916982985	0.0177110531225671	0	0	0	0.0930358011586444	0	0	0	0	6407	6407	9112500	48.4748247922967	48.4748247922967
9113100	9113100	0.153907706857639	28.4544911815712	57.1478	33.7329	23.1759	0.1584	0	0	0	0	0.0189	0	0	0	0	0	0.505481569472475	1.28081977367401	0.598245799541473	0.157009685136686	0.259913235902786	0.170878738164902	0	0.000566950958742069	10.2244714562739	1099.22847593372	4078.39577487799	0.390345735093914	0.176762710025583	0.390345735093914	0	0	0	0	0	0	0	0	0	0	0	0	19.3004944933235	0.176466067375147	9.15584258721672	9.57181515648032	0.192134581063181	3203.33705598423	9253.55320231024	25166.9335992002	1448.61061144944	1540.60028145636	-2638.4066329099	52748.4101086451	20378.159455599	47267.5402430769	10213.3640430992	"CASTLE CREEK ABOVE MOUTH NEAR BALDWIN, CO"	65.73	"22"	2089	0.668	1395	22	"63"	"none"	1	1395	0.590274691239208	0.40554317051575	0.002771760242739	0	0	0	0.00033072139259954	0	0	0	0	1395	1395	9113100	24.4103885013946	24.4103885013946
9113980	9113980	3827.99613661791	291.697949878537	359.6567	167.1768	149.6403	4.2516	0	0	0	0	38.5272	0	0	0	0	0	0.556062661644092	1.55321979522705	0.657675951719284	0.184953437911697	0.318048387765884	0.227187193930149	0	0.0678547070025388	6.36535260830282	1162.08012243744	4159.4134250089	0.110773134491864	0.0301387406379472	0.110773134491864	0	0	0	0	0	0	0	0	0	0	0	0	14.5040521119094	0.20803189186551	6.78285696140021	9.66367589929528	0.193537906220884	2869.88696326702	6233.61832791219	32053.2310902338	931.502313521976	1039.44894091742	2069.11801759116	29956.92930901	37978.5171313851	26718.2123155043	4194.8667450079	"OHIO CREEK ABOVE MOUTH NR GUNNISON, CO"	72.61	"161"	12699	0.606	7694	108	"48"	"flow"	1	7694	0.464823260626036	0.416064263504614	0.0118212728971822	0	0	0	0.107122152875228	0	0	0	0	6299	6299	9113980	17.5139236944564	17.5139236944564
9114500	9114500	521.868567285852	71.563245570299	214.9098	70.9488	109.9863	14.7141	0	0	0	0	19.2411	0	0	0	0	0	0.635705791445332	1.71178674697876	0.771107405424118	0.212714571535819	0.327519178390503	0.242527917027473	0	0.176725305221074	9.71193255349357	1010.90855520235	4062.15998660198	0.0551114932869511	0.0148415753958172	0.0551114932869511	0	0	0	0	0	0	0	0	0	0	0	0	11.3479974692556	0.274377230900049	6.59878301462614	11.8888907608599	0.175287570783466	2664.02046341223	4270.10062251969	38936.9706183143	764.31364855778	833.097860505098	1137.55193579062	15032.3315590609	52029.9060079749	12715.0612851364	519.535383930598	"GUNNISON RIVER NEAR GUNNISON, CO."	924.16	"1000"	121404	0.579	70270	77	"70"	"flow and dissolved-solids"	1	70270	0.330132920881226	0.511778895145777	0.0684663984611218	0	0	0	0.089531049770648	0	0	0	0	-1416	-1416	9114500	-6.58881074757875	-6.58881074757875
9115500	9115500	537.19274551173	94.4531931815454	384.7047	360.3942	14.238	0.5103	0	0	0	0	8.7021	0	0	0	0	0	0.274992463387661	1.67421805858612	0.317858554422855	0.155820986485472	0.305524587631226	0.169241383671761	0	0.0091121839686388	8.98500330602541	830.43976703072	3982.90286124668	0.323750398682418	0.0906726639939673	0.323750398682418	0	0	0	0	0	0	0	0	0	0	0	0	12.7257823835186	0.10271004817874	9.13076464506249	12.4408957402556	0.175270057250041	3118.05163489842	6817.55047408472	31825.4600275782	1253.1137561304	1406.17895941969	524.080132533231	29279.8114085899	35027.7352597352	26682.9762453217	5420.52650200269	"TOMICHI CREEK AT SARGENTS, CO"	81.47	"146"	7270	0.636	4621	58	"32"	"flow and dissolved-solids"	1	4621	0.936807374591472	0.0370102054900811	0.0013264719666799	0	0	0	0.022620207135499	0	0	0	0	4621	4621	9115500	12.0118106173384	12.0118106173384
9118450	9118450	22861.6094013287	666.899764111214	865.1523	610.6905	220.3893	9.9549	0	0	0	0	22.0959	0	0	0	0	0	0.476978618765963	2.16960954666138	0.559305474162102	0.184323854879465	0.324479877948761	0.210797242820263	0	0.114330852498456	10.177547709267	924.95532710904	4032.04826786229	0.205053607324398	0.0736424095503185	0.205053607324398	0	0	0	0	0	0	0	0	0	0	0	0	12.9595186171259	0.192939801473867	7.65197827820761	11.5983121488148	0.166632984886843	3107.83986532058	5273.84730956979	40200.3016804726	870.274684015189	948.720480067593	-1020.25967976011	21902.0621843313	36980.0314607011	19490.4818658173	1755.60391173329	"COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN, CO"	47.06	"331"	6530	0.668	4359	94	"13"	"flow"	1	4359	0.705876294844272	0.254740465927213	0.011506528966056	0	0	0	0.0255398962702867	0	0	0	0	4359	4359	9118450	5.03841924710828	5.03841924710828
9119000	9119000	6433.16304511416	483.197633681002	1497.4247	867.7413	484.0443	79.6437	0.0045	0	0	0	64.6542	0	0	0	0	3.00515945810163e-06	0.521823134576758	2.66970062255859	0.685061618685722	0.199673449567541	0.364301919937134	0.246461737900972	0	0.236653903197937	11.7314239204584	873.665179994778	3992.55936925527	0.181678117103317	0.0456880402734107	0.181678117103317	0	0	0	0	0	0	0	0	0	0	0	1.20206378324065e-06	13.1510468234797	0.230263284633115	7.9841875896499	13.3238905373873	0.169947251643342	2844.32387668486	4893.82987762161	37839.6405374415	1013.44841503968	1107.6258294414	-6.22185973424382	18301.4180813691	47498.0673740487	16019.9988118602	2002.5788576004	"TOMICHI CREEK AT GUNNISON, CO"	206.88	"1050"	32145	0.61	19613	96	"19"	"flow and dissolved-solids"	1	19613	0.579489105528979	0.323251179174485	0.0531871151851576	3.00515945810163e-06	0	0	0.043176929030221	0	0	0	0	10633	10633	9119000	7.1008578928877	7.1008578928877
9124500	9124500	1.65344720865711	155.434832902959	878.9183	507.2346	345.7836	19.1781	0.4887	0	0	0	3.2418	0.5193	0	0	0	0.000942067084050929	0.534611409355232	3.65564465522766	0.643300592899323	0.158807921984653	0.294333070516586	0.178876206278801	0	0.00386964294633529	11.9974944266396	928.830398355358	4033.20918836725	0.251892354499844	0.0951487754891439	0.251892354499844	0	0	0	0	0	0	0	0	0	0	0	0.000119806357428216	23.8139505779189	0.255648297357179	11.187671900866	11.9614248849418	0.169756528772356	3318.32285435818	7057.64181798705	35361.8408899765	1735.64417917285	1901.07611617926	-507.193226643787	41260.9930862959	21836.7182063589	37351.4524451556	3673.68932629132	"LAKE FORK AT GATEVIEW, CO."	302.25	"336"	29132	0.639	18615	63	"55"	"flow and dissolved-solids"	1	18615	0.577112343661521	0.393419502131199	0.0218201168413492	0.000556024376782233	0	0	0.00368839743125157	0	0.000590839899453681	0	0	18615	18615	9124500	21.1794429584638	21.1794429584638
9126000	9126000	0	27.036232547235	174.1797	132.9201	40.1742	0.1827	0	0	0	0	0	0	0	0	0	0	0.427318792233113	1.2778377532959	0.524432867765427	0.148149730676581	0.278816908597946	0.169312108308077	0	0.000857734856587765	12.1305400169323	1031.3355667399	4052.83195743503	0.351350932399126	0.170766742622705	0.351350932399126	0	0	0	0	0	0	0	0	0	0	0	0	23.2106532893943	0.24619046263684	11.2687776867089	10.7434059177691	0.179442011085266	3311.95186569083	8606.67750552336	31862.5180516689	1951.51163653879	2040.53076635231	-1490.0621823476	48471.9323078877	17944.1888683027	43409.0259845026	3397.91153059007	"CIMARRON RIVER NEAR CIMARRON, CO"	145.11	"66"	9285	0.668	6198	43	"94"	"flow"	1	6198	0.763120501413196	0.23064800318292	0.00104891672221275	0	0	0	0	0	0	0	0	6198	6198	9126000	35.5839400343438	35.5839400343438
9128000	9128000	2133.25577143473	2368.4263558288	3863.9919	1657.8198	1733.3442	388.4184	8.3682	0.0045	0	0	36.3717	0	0	0	1.16459871460911e-06	0.00219014434269389	0.645533744213515	5.00396966934204	0.785729289054871	0.181354260831778	0.365555465221405	0.222652673721313	0	0.126233416793653	8.79810447307736	873.09743562831	3990.38428892973	0.144913114336497	0.049137913565502	0.144936173391047	1.16459871460911e-06	0	0	1.16459871460911e-06	9.31678971687285e-07	9.31678971687285e-07	0	9.31678971687285e-07	0	0	0	0.000293711795824417	15.6681930867212	0.24187613088216	7.56102325958771	12.1141876599167	0.17332634720332	2891.01625433206	5396.5766483358	37050.1379869784	1117.04089616455	1231.26572447211	-691.527455980259	20949.2817022805	42851.9143472938	18146.0380390407	1480.25688701112	"GUNNISON RIVER BELOW GUNNISON TUNNEL, CO"	1208.02	"3930"	189900	0.59	112043	94	"29"	"flow"	1	112043	0.429043290696339	0.448588983843367	0.100522570971228	0.00216568776968709	1.16459871460911e-06	0	0.00941298557069956	0	0	0	0	-2653	-2653	9128000	-0.686595642190658	-0.686595642190658
9128500	9128500	0.419074908753066	10.853164854559	112.1043	44.9766	66.1509	0.6597	0	0	0	0	0.2817	0	0	0	0	0	0.586878646644013	1.35363602638245	0.667705178260803	0.144274307474559	0.283428609371185	0.165069431066513	0	0.00107578389053765	6.01196585314927	933.166574312767	4019.72205115785	0.185725257639537	0.0722621701397716	0.185725257639537	0	0	0	0	0	0	0	0	0	0	0	0	19.540042585033	0.311391722877607	8.15323608731091	11.0934459005938	0.175053734645823	2794.26079269158	8013.59530609185	27188.1115501477	1757.03454049683	1914.6947792432	-958.473168391043	34327.486483682	42189.7714902324	30105.0290339534	6478.82797265952	"SMITH FORK NEAR CRAWFORD, CO."	66.65	"42"	5158	0.597	3082	47	"73"	"none"	1	3082	0.401203165266631	0.59008352043588	0.00588469844600073	0	0	0	0.00251283849058422	0	0	0	0	3082	3082	9128500	27.4922549804066	27.4922549804066
9129600	9129600	2354.39162856635	68.4503445165229	322.2853	13.7862	135.9036	128.3643	4.7817	0	0	0	28.1583	9.2547	0	0	0	0.0255546871048726	1.13187359732849	4.44903564453125	1.35620078444481	0.215853660876171	0.360118895769119	0.261547014117241	0	0.35931828103857	4.24257514782257	1017.72378538187	4049.58382715379	0.0778229723788209	0.0199556107585422	0.0778816160712263	0	0	0	0	0	0	0	0	0	0	0	0.00104441623617335	11.6058627040286	0.287113753485883	4.11979481561851	12.5394712787017	0.157605761069232	2356.65975714822	5384.53476391878	32208.1233037993	818.352620814663	898.596513800455	-2914.33812963609	15110.7488613229	68890.559246356	13046.4853357476	2180.77682256043	"SMITH FORK NEAR LAZEAR, CO"	55.97	"165"	3818	0.883	3373	61	"20"	"flow and dissolved-solids"	1	3373	0.0427763847746081	0.421687244190163	0.398293996033949	0.0148368541785803	0	0	0.0873707240137853	0	0.0287158613812048	0	0	291	291	9129600	0.902926692591936	0.902926692591936
9132500	9132500	51.0959675239258	2247.63059556565	1360.2642	364.2714	822.9159	158.8383	2.1294	0	0	0	10.269	0	0	0	0	0.00158461863511515	0.696302965851655	3.96020650863647	0.755594611167908	0.156268563157676	0.330292314291	0.176956832408905	0	0.0260426614182745	4.89457871832429	987.252096587096	4038.67140102824	0.145114676987015	0.0500580696014789	0.145119308440228	0	0	0	0	0	0	0	0	0	0	0	0.000314277182329727	15.6069578201307	0.274429509385274	6.89564132903538	10.7553253753257	0.183232201016323	2707.24127862921	7469.94291202913	28673.744810405	1303.52700907488	1440.51394924994	-39.1839486394039	39548.863982168	37310.0002681446	34646.280805994	10013.8145281208	"NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO."	699.23	"520"	52146	0.599	31241	45	"60"	"flow and dissolved-solids"	1	31241	0.2677945946089	0.604967696716564	0.11677018332174	0.0015654311860887	0	0	0.0075492687376467	0	0	0	0	31241	31241	9132500	22.9668618787438	22.9668618787438
9132960	9132960	0	26.0289117019656	149.7775	72.2844	65.808	10.7487	0.0738	0	0	0	0	0	0	0	0	0.000492730884144815	0.604322715226115	3.34243154525757	0.64263653755188	0.152687771697537	0.281381160020828	0.165856868028641	0	0.00399592729215002	2.65230478982912	1117.16273522555	4141.02155433902	0.08062158868989	0.0139286608469229	0.08062158868989	0	0	0	0	0	0	0	0	0	0	0	0	12.5211019088126	0.215868676514244	5.23245924860761	10.6826545746128	0.192133286958496	2646.21672179673	6667.89631733767	30891.0738901116	947.756537655459	1079.28607352735	822.203245096423	32069.824318116	40474.9081727446	28261.0980660887	9287.29862715044	"HUBBARD CREEK AT HIGHWAY 133 AT MOUTH NR BOWIE, CO"	33.13	"57"	3712	0.668	2478	76	"43"	"flow"	1	2478	0.482611874280182	0.439371734739864	0.0717644506017259	0.000492730884144815	0	0	0	0	0	0	0	2478	2478	9132960	16.5445410692527	16.5445410692527
